ProviderName,LicenseType,ProviderType,ProviderTypeDescription,QualityRating,QualityRatingDescription,ProviderCapacity,PhysicalCity,PhysicalZipCode,CountyNumber,CountyName,PhoneNumber,HoursofOperation,DaysofOperation
Rosa  Berber,UNLICENSED,6,Relative In-Home,0,Not Rated,5,PASCAGOULA,39567,30,JACKSON,662-763-3041,12 PM - 1 PM,M 
Rotonda Roberts,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,OCEAN SPRINGS,39564,30,JACKSON,662-803-8261,4 PM - 7 AM,M TH F
Beverly Harkey,LICENSED,4,Center,1,Low,60,OCEAN SPRINGS,39564,30,JACKSON,662-820-1379,11 AM - 2 PM,W TH 
Samantha Dotson,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,PASCAGOULA,39567,30,JACKSON,662-827-7409,3 PM - 10 AM,
Sandra Ewah Morris,UNLICENSED,6,Relative In-Home,0,Not Rated,5,MOSS POINT,39562,30,JACKSON,662-834-9011,3 PM - 5 PM,M TH 
Bill Elliott Elementary - Eastside YMCA of Fort Worth,LICENSED,2,Slot Contractor,0,Not Rated,70,BILOXI,39532,30,JACKSON,662-836-6815,9 AM - 10 AM,
Sarah Hardway,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,MOSS POINT,39563,30,JACKSON,662-842-3901,4 PM - 8 AM,M T 
Blanca Ruiz,LICENSED,4,Center,0,Not Rated,36,MOSS POINT,39562,30,JACKSON,662-884-0999,11 AM - 3 AM,
Shanna Sheree Arterberry,UNLICENSED,6,Relative In-Home,0,Not Rated,5,GAUTIER,39553,30,JACKSON,662-890-1234,1 PM - 7 AM,M T W F
Blessings Learning Academy,LICENSED,4,Center,0,Not Rated,70,BILOXI,39532,30,JACKSON,662-931-3143,11 AM - 6 AM,W TH 
Sheri McNeil,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,BILOXI,39532,30,JACKSON,662-987-0378,4 PM - 7 AM,W 
Blue Bonnet Child Development Center,LICENSED,4,Center,0,Not Rated,30,GAUTIER,39553,30,JACKSON,769-216-2588,11 AM - 4 AM,M 
Blue Home Blessings,LICENSED,4,Center,1,Low,76,PASCAGOULA,39581,30,JACKSON,769-223-6693,12 PM - 6 AM,TH 
Siegrid Zoeger,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,MOSS POINT,39562,30,JACKSON,769-243-7923,2 PM - 4 AM,W TH F
Sophia Ortiz,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,OCEAN SPRINGS,39564,30,JACKSON,769-524-3041,4 PM - 8 AM,T W TH F
Stephanie  Sablotne,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,MOSS POINT,39563,30,JACKSON,769-717-2610,1 PM - 9 AM,W F
Bong T. Nguyen,LICENSED,4,Center,0,Not Rated,240,OCEAN SPRINGS,39564,30,JACKSON,769-972-1786,2 PM - 1 PM,M W F
Bong Thi Nguyen,LICENSED,4,Center,0,Not Rated,90,MOSS POINT,39563,30,JACKSON,877-882-7882,9 AM - 12 PM,F
A New Beginning Childcare,LICENSED,4,Center,0,Not Rated,50,FULTON,38843,29,ITAWAMBA,228-474-6665,3 PM - 10 AM,M W F
A Young Adventure Child Care,LICENSED,4,Center,0,Not Rated,60,MANTACHIE,38855,29,ITAWAMBA,228-826-5786,3 PM - 3 AM,T 
A+ Learning Academy,LICENSED,4,Center,0,Not Rated,27,FULTON,38843,29,ITAWAMBA,228-864-4864,12 PM - 4 PM,T W TH 
Absolutely Super Kidz Playcare,LICENSED,4,Center,0,Not Rated,40,FULTON,38843,29,ITAWAMBA,601-310-8363,2 PM - 4 AM,W 
Adele Wright,LICENSED,4,Center,0,Not Rated,90,MANTACHIE,38855,29,ITAWAMBA,601-362-1998,2 PM - 4 AM,M W TH 
Linda Chaidez,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,FULTON,38843,29,ITAWAMBA,662-334-8456,11 AM - 11 AM,T W 
Luz Hortencia Portillo,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,MANTACHIE,38855,29,ITAWAMBA,662-374-9643,10 AM - 3 PM,M 
"Avance - Houston, Inc.-Donna C. Lewis Head Start-Spring ISD",LICENSED,2,Slot Contractor,0,Not Rated,100,FULTON,38843,29,ITAWAMBA,662-453-4047,3 PM - 9 AM,T 
Berry's Bright Bunch Childcare,LICENSED,4,Center,0,Not Rated,60,MANTACHIE,38855,29,ITAWAMBA,662-745-0349,10 AM - 4 PM,M W TH F
Abla  Adinou,UNLICENSED,6,Relative In-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,228-202-5165,4 PM - 3 AM,F
Alyssa Davis,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,228-297-0473,9 AM - 11 AM,T 
Angela  Lundy,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,LOUISE,39097,27,HUMPHREYS,228-475-4763,2 PM - 3 AM,M T 
Anne Elizabeth Griffith,UNLICENSED,6,Relative In-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,228-863-1532,2 PM - 4 AM,M T TH F
Anne Kinser,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,228-863-7367,11 AM - 5 AM,T W 
April Garcia,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,228-868-5699,4 PM - 5 AM,T 
ABC & 123,LICENSED,4,Center,0,Not Rated,30,BELZONI,39038,27,HUMPHREYS,228-990-3298,12 PM - 5 AM,W TH 
Aurora Rafael,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,601-206-5844,10 AM - 10 AM,M T W 
Australia Anne Richardson,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,601-207-5078,10 AM - 4 PM,M T TH F
Aylissa Faber,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,601-209-5890,3 PM - 3 PM,T W F
Brandy Ann Ordonez,UNLICENSED,6,Relative In-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,601-334-0961,3 PM - 12 PM,W 
Briana Anderson,UNLICENSED,6,Relative In-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,601-346-9342,9 AM - 3 AM,W 
Bridget Opela,UNLICENSED,6,Relative In-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,601-353-3713,10 AM - 10 AM,W TH F
Adventure Island,LICENSED,4,Center,1,Low,12,ISOLA,38754,27,HUMPHREYS,601-372-6922,10 AM - 6 AM,T F
After The Bell - Blair Summer Program,LICENSED,4,Center,3,Good,42,ISOLA,38754,27,HUMPHREYS,601-425-3581,4 PM - 1 PM,T TH F
Agapeland Learning Tree,LICENSED,4,Center,3,Good,44,BELZONI,39038,27,HUMPHREYS,601-443-9120,1 PM - 5 PM,T W TH 
Cindy Ann Cook,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,601-445-2878,3 PM - 9 AM,M F
AISD Camp Heat Wave-Mills,LICENSED,4,Center,1,Low,19,LOUISE,39097,27,HUMPHREYS,601-467-8251,11 AM - 5 PM,M 
Irene Torres,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,ISOLA,38754,27,HUMPHREYS,601-831-0320,3 PM - 4 PM,M W 
Andrea Lynn Clough,LICENSED,4,Center,0,Not Rated,50,BELZONI,39038,27,HUMPHREYS,601-833-1659,11 AM - 2 AM,T 
Irma Trevino,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,601-833-6128,9 AM - 2 PM,F
Isabela Mendoza De La Cruz,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,LOUISE,39097,27,HUMPHREYS,601-835-3236,10 AM - 11 AM,TH 
Jackie  Williams,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,LOUISE,39097,27,HUMPHREYS,601-847-5802,9 AM - 11 AM,T 
Jackie S Malek,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,ISOLA,38754,27,HUMPHREYS,601-849-4341,11 AM - 11 AM,M W TH F
Jacqueline  Kennedy,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,601-850-0620,4 PM - 2 PM,
Jacqueline Atkinson,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,ISOLA,38754,27,HUMPHREYS,601-852-9133,1 PM - 10 AM,M T W TH F
Jacqueline Danielle Slade,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,601-852-9985,2 PM - 4 AM,W F
Jamelle Medders Clance,UNLICENSED,6,Relative In-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,601-857-0224,12 PM - 5 AM,W TH 
Janice McCain,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,601-873-6964,10 AM - 4 AM,T TH 
Janie Mary Monserrate,UNLICENSED,6,Relative In-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,601-876-9060,4 PM - 11 AM,T 
Jasmine  Espinoza,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,601-879-3999,9 AM - 4 AM,M T W TH 
Jatoya Akinyele,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,ISOLA,38754,27,HUMPHREYS,601-879-9500,4 PM - 6 AM,M T TH 
Jean Norman,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,601-885-2123,4 PM - 9 AM,M W TH 
Jeanne  Clinton,UNLICENSED,6,Relative In-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,601-886-7480,3 PM - 7 AM,T TH 
Jennifer Beech,UNLICENSED,6,Relative In-Home,0,Not Rated,5,SILVER CITY,39166,27,HUMPHREYS,601-892-0821,12 PM - 2 AM,M T TH 
Jennifer Brad,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,ISOLA,38754,27,HUMPHREYS,601-892-1825,12 PM - 3 AM,M F
Jennifer Hernandez,UNLICENSED,6,Relative In-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,601-894-5111,11 AM - 7 AM,T 
Jennifer Lee Thompson,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,ISOLA,38754,27,HUMPHREYS,601-896-4611,3 PM - 10 AM,M W F
Jessica   Tatum,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,LOUISE,39097,27,HUMPHREYS,601-917-5311,3 PM - 11 AM,M T W F
Jessica Valencia,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,601-922-6292,4 PM - 11 AM,M T W F
Jessie Driver,UNLICENSED,6,Relative In-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,601-922-6488,2 PM - 4 PM,W TH 
Jill Davis,UNLICENSED,6,Relative In-Home,0,Not Rated,5,SILVER CITY,39166,27,HUMPHREYS,601-922-8150,9 AM - 4 PM,M W 
JoAnna  Washington,UNLICENSED,6,Relative In-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,601-925-5001,9 AM - 2 AM,M T W TH F
Jody Conner Keddy,UNLICENSED,6,Relative In-Home,0,Not Rated,5,LOUISE,39097,27,HUMPHREYS,601-928-4378,3 PM - 12 PM,TH 
Julie Denise Kelso,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,601-978-2313,12 PM - 7 AM,T W F
Kaitlyn  Nicole Courtney,UNLICENSED,6,Relative In-Home,0,Not Rated,5,LOUISE,39097,27,HUMPHREYS,601-982-1654,4 PM - 3 AM,T TH 
Kameisha Edwards,UNLICENSED,6,Relative In-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,601-985-9323,1 PM - 5 PM,W TH 
Ann Johnson,LICENSED,4,Center,0,Not Rated,26,BELZONI,39038,27,HUMPHREYS,601-990-6770,3 PM - 10 AM,TH 
Karen Cotlone,UNLICENSED,6,Relative In-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,601-991-0057,3 PM - 6 AM,W TH 
Karen Dale,UNLICENSED,6,Relative In-Home,0,Not Rated,5,ISOLA,38754,27,HUMPHREYS,601-994-3285,2 PM - 3 AM,M W TH F
Katherine Grace  Orozco,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,662-219-0483,3 PM - 5 AM,W 
Kathy  Carlon,UNLICENSED,6,Relative In-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,662-226-4921,1 PM - 3 PM,W TH 
Katrisha Shay Benefield,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,662-235-4272,9 AM - 11 AM,W 
Linda JoAnn Scarbrough,UNLICENSED,6,Relative In-Home,0,Not Rated,5,LOUISE,39097,27,HUMPHREYS,662-335-3425,9 AM - 5 AM,M W TH F
Lisa Thomas,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,662-347-4068,3 PM - 8 AM,M T F
ASYMCA @ Chisolm Trail,LICENSED,2,Slot Contractor,1,Low,43,BELZONI,39038,27,HUMPHREYS,662-361-2646,10 AM - 5 AM,M T TH 
Lottie Williams,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,662-363-1044,9 AM - 8 AM,M 
ASYMCA @ Leon Heights,LICENSED,2,Slot Contractor,1,Low,60,BELZONI,39038,27,HUMPHREYS,662-363-1296,1 PM - 8 AM,M F
Marcelina Gonzalez,UNLICENSED,6,Relative In-Home,0,Not Rated,5,SILVER CITY,39166,27,HUMPHREYS,662-383-0493,3 PM - 3 PM,M T F
Margaret Suther,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,662-383-2449,3 PM - 5 AM,M W TH 
Maria Levin,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,662-453-4896,9 AM - 4 AM,T TH 
Azle Early Learning Center at Cross Timbers Elementary,LICENSED,4,Center,0,Not Rated,58,BELZONI,39038,27,HUMPHREYS,662-456-1519,4 PM - 7 AM,M W TH F
Martha Kay Austin,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,ISOLA,38754,27,HUMPHREYS,662-528-4210,2 PM - 8 AM,M T TH 
Mary Elizabeth Castle,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,662-537-4884,11 AM - 3 AM,M W 
Mary Hernandez,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,662-537-7545,4 PM - 10 AM,T F
Mary Whitaker,UNLICENSED,6,Relative In-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,662-542-5085,12 PM - 1 PM,M T F
Mattie  Anderson,UNLICENSED,6,Relative In-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,662-545-3281,4 PM - 2 PM,T TH F
Melissa Menchaca,UNLICENSED,6,Relative In-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,662-571-0831,11 AM - 5 AM,T TH 
Nancy Saenz,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,662-594-1083,12 PM - 1 PM,M 
Norma Davis,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,662-627-7093,10 AM - 8 AM,M T W F
Okumu Susan Ayot,UNLICENSED,6,Relative In-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,662-629-1897,4 PM - 8 AM,M T F
Pamela Morgan,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,ISOLA,38754,27,HUMPHREYS,662-649-6571,9 AM - 9 AM,M T W TH 
Beginnings & Beyond,LICENSED,4,Center,4,Very Good,45,BELZONI,39038,27,HUMPHREYS,662-686-2113,1 PM - 1 PM,T 
Belinda Moore,LICENSED,4,Center,4,Very Good,57,BELZONI,39038,27,HUMPHREYS,662-695-7757,10 AM - 10 AM,
Rachel Palmer,UNLICENSED,6,Relative In-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,662-726-1505,11 AM - 3 AM,W F
Ramona Lynn Jones,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,LOUISE,39097,27,HUMPHREYS,662-726-9166,12 PM - 7 AM,T W F
Bent Tree Child Development Center,LICENSED,4,Center,0,Not Rated,29,BELZONI,39038,27,HUMPHREYS,662-739-3899,3 PM - 8 AM,TH F
Rebekkah Tacquard,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,662-741-2658,12 PM - 6 AM,M TH F
Regina White,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,662-745-0146,12 PM - 12 PM,F
Berry Best Day Care,LICENSED,4,Center,3,Good,27,BELZONI,39038,27,HUMPHREYS,662-745-0241,2 PM - 9 AM,TH 
Resenda Patterson,UNLICENSED,6,Relative In-Home,0,Not Rated,5,ISOLA,38754,27,HUMPHREYS,662-746-4609,4 PM - 4 PM,M W TH 
Rhonda Thigpen,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,SILVER CITY,39166,27,HUMPHREYS,662-746-6238,1 PM - 7 AM,T TH F
Betty  J.  Braggs,LICENSED,4,Center,0,Not Rated,44,BELZONI,39038,27,HUMPHREYS,662-763-5029,3 PM - 5 AM,M T W 
Rosemary High,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,662-792-9266,10 AM - 4 AM,M TH 
Royal  Sanders,UNLICENSED,6,Relative In-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,662-809-0714,3 PM - 4 AM,M T F
Sarah Lynn Nava,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,ISOLA,38754,27,HUMPHREYS,662-843-9502,3 PM - 1 PM,M T TH F
Shiva Adlparvar,UNLICENSED,6,Relative In-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,769-237-9310,4 PM - 5 PM,T TH 
Stacey Necole Coates,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,769-572-4163,9 AM - 3 PM,T W TH F
Stephanie Torrez,UNLICENSED,6,Relative In-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,787-677-9679,2 PM - 7 AM,TH F
Bouldin's Bundle of Bears,LICENSED,4,Center,0,Not Rated,43,ISOLA,38754,27,HUMPHREYS,601-297-5163,4 PM - 3 AM,M W TH 
Boys & Girls Club of Brazoria County-Summer Camp-OM Roberts,LICENSED,2,Slot Contractor,0,Not Rated,6,BELZONI,39038,27,HUMPHREYS,601-345-6525,12 PM - 3 PM,M T F
ABC Childrens Learning Home,LICENSED,4,Center,0,Not Rated,93,GOODMAN,39079,26,HOLMES,601-212-3857,4 PM - 5 AM,M T TH 
Barbara Sterling,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,PICKENS,39146,26,HOLMES,601-249-2187,11 AM - 12 PM,TH 
Blanca Patricia Hernandez,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,PICKENS,39146,26,HOLMES,601-320-5304,1 PM - 3 PM,TH 
Brianna  Battle,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,DURANT,39063,26,HOLMES,601-352-2113,11 AM - 3 AM,M T F
Candice Cave,UNLICENSED,6,Relative In-Home,0,Not Rated,5,GOODMAN,39079,26,HOLMES,601-360-2699,1 PM - 5 PM,M T TH F
Adi's Playhouse Child Care,LICENSED,4,Center,0,Not Rated,28,LEXINGTON,39095,26,HOLMES,601-362-4777,2 PM - 9 AM,TH 
Carla Batiz Muniz,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,LEXINGTON,39095,26,HOLMES,601-362-7779,4 PM - 5 PM,T TH 
Carla Darlene Ahlsted,UNLICENSED,6,Relative In-Home,0,Not Rated,5,LEXINGTON,39095,26,HOLMES,601-362-8474,2 PM - 8 AM,TH 
Carolyn  Selby,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,TCHULA,39169,26,HOLMES,601-371-8308,9 AM - 11 AM,
Carrie  Jones,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,GOODMAN,39079,26,HOLMES,601-372-3322,2 PM - 6 AM,
Carrie Rose,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,GOODMAN,39079,26,HOLMES,601-372-5437,3 PM - 11 AM,T F
Casey  Rolen,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,LEXINGTON,39095,26,HOLMES,601-372-7112,2 PM - 9 AM,M T W TH F
Cassandra   Miles,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,WEST,39192,26,HOLMES,601-373-1400,11 AM - 2 AM,T 
Cassandra Angelica Lopez,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,DURANT,39063,26,HOLMES,601-373-4260,3 PM - 7 AM,M T TH 
Cassandra Ortega,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,GOODMAN,39079,26,HOLMES,601-373-6379,2 PM - 12 PM,T TH 
Catherine Louise Crone,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,LEXINGTON,39095,26,HOLMES,601-373-9349,11 AM - 3 PM,T TH 
Cathy  Estrada,UNLICENSED,6,Relative In-Home,0,Not Rated,5,WEST,39192,26,HOLMES,601-376-8378,9 AM - 5 PM,TH F
Ceana Flowers,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,LEXINGTON,39095,26,HOLMES,601-382-6571,4 PM - 3 AM,M W F
Cesta  Ayers-Young,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,LEXINGTON,39095,26,HOLMES,601-397-6750,10 AM - 5 PM,M T 
Chanel Presson,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,TCHULA,39169,26,HOLMES,601-397-8873,11 AM - 2 PM,M T 
Chantel Turner,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,LEXINGTON,39095,26,HOLMES,601-398-0287,9 AM - 4 AM,M T TH 
Charla Leann Clayborne,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,LEXINGTON,39095,26,HOLMES,601-398-3031,3 PM - 2 AM,W TH F
Charlene Rae Bradley,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,WEST,39192,26,HOLMES,601-398-4802,9 AM - 3 AM,M W 
Charlotte  Chachere,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,LEXINGTON,39095,26,HOLMES,601-403-1256,1 PM - 6 AM,M T F
Cheri Rodriguez,UNLICENSED,6,Relative In-Home,0,Not Rated,5,GOODMAN,39079,26,HOLMES,601-420-0671,2 PM - 4 PM,M T TH 
Cherish Mar'Ann Nettles,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,TCHULA,39169,26,HOLMES,601-421-0314,11 AM - 9 AM,
Cheryell  Busby,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,LEXINGTON,39095,26,HOLMES,601-421-6713,2 PM - 5 AM,W F
Cheryl Deanne Dunlap,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,LEXINGTON,39095,26,HOLMES,601-422-3076,3 PM - 2 AM,M W TH 
Cheryll Thomas,UNLICENSED,6,Relative In-Home,0,Not Rated,5,LEXINGTON,39095,26,HOLMES,601-426-2773,12 PM - 3 PM,T F
Chris Bette Shields,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,TCHULA,39169,26,HOLMES,601-431-4463,1 PM - 1 PM,M T TH 
Christie France,UNLICENSED,6,Relative In-Home,0,Not Rated,5,LEXINGTON,39095,26,HOLMES,601-437-3200,1 PM - 5 PM,M T W F
Christina Ramirez,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,PICKENS,39146,26,HOLMES,601-437-8083,4 PM - 2 PM,M T W TH F
Christina Unruh,UNLICENSED,6,Relative In-Home,0,Not Rated,5,LEXINGTON,39095,26,HOLMES,601-437-8220,4 PM - 8 AM,M W TH F
Christine Acord,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,DURANT,39063,26,HOLMES,601-437-8576,3 PM - 8 AM,M W 
Christine Ojih,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,LEXINGTON,39095,26,HOLMES,601-439-7034,12 PM - 2 AM,M T W F
Christine Talley,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,GOODMAN,39079,26,HOLMES,601-442-0332,11 AM - 3 PM,T TH 
Christy Edwards,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,LEXINGTON,39095,26,HOLMES,601-442-1409,4 PM - 5 PM,M T TH F
Claudia Megna,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,TCHULA,39169,26,HOLMES,601-453-2233,11 AM - 8 AM,M W TH F
Coisha Toliver,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,LEXINGTON,39095,26,HOLMES,601-453-5428,1 PM - 3 PM,M 
Comfort Ojebode,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,CRUGER,38924,26,HOLMES,601-453-5671,3 PM - 5 PM,TH 
Connie  Roper,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,LEXINGTON,39095,26,HOLMES,601-453-8816,11 AM - 4 AM,TH 
Consuelo  Franco,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,DURANT,39063,26,HOLMES,601-462-4501,2 PM - 5 PM,T TH F
Corina Guerrero,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,GOODMAN,39079,26,HOLMES,601-469-0294,3 PM - 11 AM,M T 
D'Wan  Tobias,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,LEXINGTON,39095,26,HOLMES,601-482-3376,3 PM - 1 PM,T W 
Darla Jean Arp,UNLICENSED,6,Relative In-Home,0,Not Rated,5,PICKENS,39146,26,HOLMES,601-485-3032,1 PM - 8 AM,M TH 
Destiny Goldman Davila,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,PICKENS,39146,26,HOLMES,601-553-2965,2 PM - 4 PM,T W 
Erica Hernandez,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,DURANT,39063,26,HOLMES,601-661-8357,1 PM - 1 PM,M W TH 
Erica Lopez Chavez,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,DURANT,39063,26,HOLMES,601-662-0289,12 PM - 2 AM,M F
Erin  Simpson,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,DURANT,39063,26,HOLMES,601-665-4964,4 PM - 4 AM,W F
Esmeralda C Gonzales,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,DURANT,39063,26,HOLMES,601-667-9090,12 PM - 4 PM,T W 
Anel Rocio Salinas,LICENSED,4,Center,2,Average,28,LEXINGTON,39095,26,HOLMES,601-849-3202,3 PM - 12 PM,M T TH F
Janet Alethia Dooling,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,LEXINGTON,39095,26,HOLMES,601-859-2080,1 PM - 4 AM,M TH F
